gene_id,log2FoldChange
NA.56,NA
ENSG00000065427,-1.252715022
ENSG00000065518,-1.035991441
ENSG00000065526,0.827852922
NA.57,NA
ENSG00000065548,0.433261074
NA.58,NA
ENSG00000065618,-1.96877789
ENSG00000065621,-1.819276663
NA.59,NA
ENSG00000065802,1.806880055
ENSG00000065833,-1.858177828
ENSG00000065911,1.008049755
ENSG00000065923,1.289782317
ENSG00000065978,-1.211529865
NA.60,NA
ENSG00000066117,0.987215822
NA.61,NA
ENSG00000066248,3.844426988
ENSG00000066279,-2.052538855
ENSG00000066322,-0.400418567
NA.62,NA
ENSG00000066583,-1.640076108
ENSG00000066697,1.826332136
ENSG00000066735,3.657583987
ENSG00000067048,1.168611053
ENSG00000067057,0.528205859
ENSG00000067082,1.438330207
ENSG00000067191,1.843559915
ENSG00000067225,-0.607381799
ENSG00000067369,0.805929321
NA.63,NA
ENSG00000067560,-1.098060464
ENSG00000067704,-1.103609645
NA.64,NA
NA.65,NA
NA.66,NA
ENSG00000067955,1.165740464
NA.67,NA
ENSG00000068028,1.375498834
ENSG00000068078,-1.76833273
NA.68,NA
ENSG00000068120,-0.744068976
ENSG00000068305,0.928218573
ENSG00000068308,0.559871267
ENSG00000068323,1.270297354
ENSG00000068366,1.163127353
ENSG00000068383,1.460571216
ENSG00000068400,0.767335258
ENSG00000068438,-0.804972802
ENSG00000068489,-2.042053599
ENSG00000068697,-1.135776235
ENSG00000068784,-1.78710301
NA.69,NA
ENSG00000068878,0.861209609
ENSG00000068903,-0.67447785
ENSG00000068971,0.805783001
ENSG00000069248,-0.971882087
ENSG00000069275,-0.898376319
ENSG00000069345,0.495274373
ENSG00000069399,2.000911109
NA.70,NA
NA.71,NA
NA.72,NA
NA.73,NA
ENSG00000069812,-3.644933451
ENSG00000069849,-1.143663708
ENSG00000069869,0.81274366
ENSG00000070018,1.485538853
ENSG00000070214,-2.11927854
ENSG00000070404,1.251472971
ENSG00000070413,-1.009316481
ENSG00000070444,1.110262551
ENSG00000070495,3.019413246
ENSG00000070501,-1.399836797
ENSG00000070540,-1.513848739
NA.74,NA
ENSG00000070610,1.202689091
ENSG00000070669,7.467766974
ENSG00000070756,-1.395569488
ENSG00000070759,-1.716306795
ENSG00000070761,0.657613462
ENSG00000070770,1.033014731
ENSG00000070778,1.573804947
ENSG00000070785,-1.318275952
ENSG00000070961,1.208471061
ENSG00000071054,1.036800614
ENSG00000071082,-2.304116307
ENSG00000071539,-1.921303468
ENSG00000071553,-1.045449619
ENSG00000071626,0.661804073
ENSG00000071859,0.962404075
NA.75,NA
ENSG00000071967,-2.876013381
ENSG00000072042,-1.144252114
NA.76,NA
ENSG00000072195,2.082986642
ENSG00000072210,-1.714326801
ENSG00000072364,1.265014586
ENSG00000072415,0.935522512
ENSG00000072501,-1.119516728
ENSG00000072506,-1.993951464
ENSG00000072571,-2.168856182
ENSG00000072682,1.804912158
ENSG00000072778,0.782090108
ENSG00000072786,2.858016115
NA.77,NA
ENSG00000072832,3.457060913
ENSG00000072864,-1.326010015
NA.78,NA
ENSG00000073008,1.706636198
ENSG00000073050,-1.282590157
ENSG00000073060,-1.170384899
ENSG00000073282,-2.599373351
ENSG00000073417,1.032360242
ENSG00000073614,0.881724703
NA.79,NA
ENSG00000073712,2.131154574
ENSG00000073737,-1.18783787
ENSG00000073792,1.525648097
NA.80,NA
NA.81,NA
ENSG00000073969,-2.189359984
ENSG00000074071,-1.532016375
ENSG00000074201,-1.402016954
NA.82,NA
NA.83,NA
ENSG00000074410,-4.760499598
NA.84,NA
ENSG00000074657,1.808885482
NA.85,NA
ENSG00000074695,-1.068518332
ENSG00000074696,0.83914616
ENSG00000074755,0.835026273
ENSG00000074800,-0.220878017
ENSG00000075151,-0.687089247
NA.86,NA
ENSG00000075223,-1.670859906
ENSG00000075239,-1.375139639
ENSG00000075275,1.410772692
NA.87,NA
ENSG00000075391,1.052468846
ENSG00000075399,2.506346309
ENSG00000075407,1.776778011
ENSG00000075420,1.447791993
ENSG00000075618,-1.556993342
ENSG00000075624,-1.890681983
ENSG00000075651,-3.712478299
ENSG00000075702,-1.504383964
ENSG00000075785,0.617477726
ENSG00000075856,0.884150457
ENSG00000075945,-1.043245692
ENSG00000076003,-1.49210363
ENSG00000076043,-1.240819995
ENSG00000076053,1.324971961
ENSG00000076108,0.853851294
NA.88,NA
NA.89,NA
NA.90,NA
ENSG00000076604,1.583838881
ENSG00000076650,1.079677491
ENSG00000076826,-0.859282112
ENSG00000076944,1.115487437
ENSG00000077044,2.488347959
ENSG00000077150,2.378881549
ENSG00000077152,-4.294927185
ENSG00000077238,0.675186421
ENSG00000077348,-1.93500147
ENSG00000077380,-0.496839441
ENSG00000077454,1.296281796
ENSG00000077458,1.153225072
ENSG00000077463,1.067851009
NA.91,NA
ENSG00000077549,-1.374961525
ENSG00000077684,1.754045446
ENSG00000077782,5.012393759
ENSG00000077942,-2.999521972
ENSG00000078018,-2.965283018
NA.92,NA
NA.93,NA
ENSG00000078114,-2.987365579
ENSG00000078369,0.436875149
ENSG00000078401,-2.600547604
ENSG00000078403,1.423679366
ENSG00000078596,-3.736144155
ENSG00000078618,-1.273197839
ENSG00000078747,1.074303954
ENSG00000078804,2.28121052
ENSG00000078902,-0.687512262
ENSG00000079246,-1.355182547
ENSG00000079308,2.160138003
NA.94,NA
NA.95,NA
ENSG00000079432,0.699874184
ENSG00000079459,-1.819176162
ENSG00000079462,-1.835622778
ENSG00000079616,-2.108051796
ENSG00000079739,-1.129002262
ENSG00000079785,-1.333894701
ENSG00000080031,7.194469341
ENSG00000080345,1.263921952
ENSG00000080546,-2.327796264
ENSG00000080561,1.066639271
ENSG00000080573,2.995308856
ENSG00000080603,0.91925963
ENSG00000080802,1.08158159
ENSG00000080822,1.669154669
ENSG00000080824,0.688312229
ENSG00000080845,1.169104239
ENSG00000080854,2.710342617
ENSG00000080986,-2.0257484
ENSG00000081041,4.032328116
NA.96,NA
NA.97,NA
NA.98,NA
ENSG00000081277,-4.038502928
NA.99,NA
NA.100,NA
NA.101,NA
ENSG00000082258,1.176412229
ENSG00000082269,-1.450538709
NA.102,NA
ENSG00000082512,3.108006786
ENSG00000082641,-0.568290866
ENSG00000082898,1.191588205
ENSG00000083290,1.477697091
NA.103,NA
ENSG00000083720,-1.32955489
ENSG00000083799,2.448032418
NA.104,NA
ENSG00000083814,3.395836495
ENSG00000083817,1.074474986
ENSG00000083844,1.447083965
ENSG00000083845,-2.721726894
ENSG00000083857,-2.114586564
ENSG00000083896,0.901637746
ENSG00000083937,0.679410908
ENSG00000084073,-0.646104822
ENSG00000084092,-0.997586096
ENSG00000084093,1.321138623
ENSG00000084110,-2.762783764
ENSG00000084207,-3.165920676
ENSG00000084234,-0.592585782
ENSG00000084463,0.740430658
ENSG00000084623,-0.756542019
NA.105,NA
ENSG00000084636,-1.021410334
ENSG00000084652,1.116782092
NA.106,NA
ENSG00000084733,-1.630524737
ENSG00000084754,-1.946887831
ENSG00000085117,-4.089645497
ENSG00000085185,1.267301586
ENSG00000085231,0.877765068
NA.107,NA
ENSG00000085377,-1.322473811
ENSG00000085465,2.752505812
ENSG00000085563,5.29925211
ENSG00000085662,-0.638119374
ENSG00000085719,-0.830652888
ENSG00000085721,-0.669303614
ENSG00000085733,0.608282742
ENSG00000085788,1.063834176
ENSG00000085871,-2.758631951
NA.108,NA
ENSG00000086015,0.91577816
ENSG00000086061,2.426157101
NA.109,NA
ENSG00000086232,-0.699669911
ENSG00000086300,2.834422686
ENSG00000086504,-0.942813975
ENSG00000086544,0.918068161
ENSG00000086570,-3.389288388
ENSG00000086598,-0.442154464
ENSG00000087008,-1.55591013
ENSG00000087074,2.741901468
ENSG00000087077,0.718813921
ENSG00000087085,5.31260081
ENSG00000087086,0.463893431
ENSG00000087087,1.10904861
ENSG00000087095,1.724827718
ENSG00000087111,-1.356733142
ENSG00000087152,0.921305593
ENSG00000087191,-1.209862249
ENSG00000087206,1.202886322
NA.110,NA
NA.111,NA
NA.112,NA
ENSG00000087263,0.773615021
ENSG00000087266,0.814013672
ENSG00000087274,1.048615492
ENSG00000087302,-1.105840538
ENSG00000087448,1.188992165
ENSG00000087510,-1.18423657
ENSG00000087586,-2.157863191
ENSG00000087842,-3.403335149
ENSG00000088002,-2.947291496
ENSG00000088038,1.90519988
NA.113,NA
ENSG00000088280,-2.085571384
ENSG00000088298,-1.90916917
ENSG00000088325,-1.131678158
NA.114,NA
ENSG00000088386,-2.162547782
ENSG00000088387,1.224664632
ENSG00000088448,2.028484752
ENSG00000088726,-1.828633494
ENSG00000088808,2.032712623
ENSG00000088832,-1.710973363
ENSG00000088854,1.869871984
NA.115,NA
ENSG00000088986,-1.28740201
ENSG00000089009,-1.709257212
NA.116,NA
ENSG00000089048,1.018500508
ENSG00000089050,-1.273440261
ENSG00000089053,-0.864727208
ENSG00000089063,-1.272832005
NA.117,NA
ENSG00000089127,-5.905947988
ENSG00000089157,-2.537969382
ENSG00000089159,1.344078515
ENSG00000089220,-1.795522743
ENSG00000089234,0.687467756
ENSG00000089248,-1.842507321
ENSG00000089280,0.698544404
ENSG00000089289,-0.980820768
ENSG00000089351,2.520520616
ENSG00000089356,-4.59843406
NA.118,NA
ENSG00000089639,1.408875648
ENSG00000089685,-4.82778078
ENSG00000089692,3.245157022
ENSG00000089693,-0.786973482
ENSG00000089723,-1.892482213
ENSG00000089737,0.483686322
NA.119,NA
ENSG00000089902,1.350458626
ENSG00000089916,1.098242429
ENSG00000090013,-1.346976246
ENSG00000090060,0.580835495
ENSG00000090097,0.808112594
ENSG00000090263,-1.951412535
ENSG00000090266,-1.51507517
ENSG00000090316,0.796402217
ENSG00000090372,0.977483188
ENSG00000090470,1.023862243
ENSG00000090530,-1.501536582
NA.120,NA
NA.121,NA
NA.122,NA
ENSG00000090565,1.53727149
ENSG00000090615,2.040579155
ENSG00000090661,-1.29121415
ENSG00000090776,-1.220865071
ENSG00000090861,0.845759762
ENSG00000090889,-2.267898968
ENSG00000090905,1.077306321
NA.123,NA
ENSG00000090971,-1.802976909
ENSG00000090975,1.926647906
ENSG00000091009,1.701611406
NA.124,NA
NA.125,NA
ENSG00000091136,-3.791293494
ENSG00000091317,-0.846297767
NA.126,NA
ENSG00000091483,-1.287411786
NA.127,NA
ENSG00000091542,0.918651695
NA.128,NA
ENSG00000091732,1.072935122
NA.129,NA
ENSG00000091947,-1.140017316
NA.130,NA
ENSG00000091986,-1.896737409
ENSG00000092010,-1.975073203
ENSG00000092036,-3.250047196
NA.131,NA
ENSG00000092068,-2.196531602
ENSG00000092201,-0.600080279
ENSG00000092203,0.623199495
ENSG00000092295,-4.05629512
ENSG00000092330,-0.958664315
NA.132,NA
ENSG00000092820,-0.439920402
ENSG00000092841,-1.062868944
NA.133,NA
ENSG00000092929,2.29344413
ENSG00000093010,-1.445982578
NA.134,NA
ENSG00000094796,-3.727618098
ENSG00000094841,1.567362336
ENSG00000094880,-1.342356163
ENSG00000095139,0.715897895
ENSG00000095261,-0.794854884
NA.135,NA
ENSG00000095383,-1.434785037
ENSG00000095397,1.501093117
ENSG00000095564,1.424434494
ENSG00000095585,-3.971607355
NA.136,NA
NA.137,NA
NA.138,NA
ENSG00000095752,7.246706904
ENSG00000095787,1.334743087
NA.139,NA
ENSG00000095932,2.482391742
ENSG00000095951,1.142315224
NA.140,NA
ENSG00000096060,-0.882909684
ENSG00000096063,-0.938451651
NA.141,NA
ENSG00000096384,1.109765037
ENSG00000096401,0.61023847
ENSG00000096433,0.821992181
ENSG00000096696,-3.424718448
ENSG00000096717,1.743905321
ENSG00000096746,0.899900442
NA.142,NA
ENSG00000099194,-3.175290774
ENSG00000099204,-2.594197365
ENSG00000099219,-1.776413998
ENSG00000099246,-1.07909206
NA.143,NA
ENSG00000099260,-5.241067321
ENSG00000099290,0.716573285
ENSG00000099326,2.209229658
ENSG00000099331,1.380559426
ENSG00000099337,-1.157516779
ENSG00000099341,-0.428904241
ENSG00000099381,0.950897498
ENSG00000099624,-2.421701943
ENSG00000099625,3.411108278
ENSG00000099783,0.612482903
ENSG00000099785,-1.611479081
ENSG00000099795,-2.042447028
ENSG00000099797,-1.324569629
ENSG00000099800,-1.718521854
ENSG00000099814,1.950822842
ENSG00000099817,-0.629476612
ENSG00000099822,5.108356102
ENSG00000099860,2.926851985
NA.144,NA
ENSG00000099875,0.319175399
ENSG00000099889,3.795814831
ENSG00000099901,-1.358834484
ENSG00000099917,1.2559947
ENSG00000099942,1.319594542
ENSG00000099949,1.487543375
NA.145,NA
NA.146,NA
NA.147,NA
ENSG00000099977,-1.274037422
ENSG00000100003,-1.054286565
NA.148,NA
NA.149,NA
NA.150,NA
ENSG00000100060,1.607573663
ENSG00000100065,0.984945872
ENSG00000100068,1.990466504
ENSG00000100075,-0.949229952
ENSG00000100078,-4.943827861
ENSG00000100092,-0.990119057
ENSG00000100097,-1.053011112
ENSG00000100100,-2.38921716
ENSG00000100129,-2.016524204
ENSG00000100138,-1.866104499
ENSG00000100139,-1.121699167
ENSG00000100142,-1.359421471
ENSG00000100170,-3.726543847
ENSG00000100201,1.307956074
ENSG00000100216,-1.609871224
ENSG00000100219,1.502808348
ENSG00000100220,-0.702505707
ENSG00000100221,2.170374492
ENSG00000100225,0.620267259
ENSG00000100226,0.792520301
NA.151,NA
ENSG00000100234,-1.66846169
ENSG00000100239,0.673110018
ENSG00000100242,1.178666816
ENSG00000100246,-1.03028763
NA.152,NA
ENSG00000100258,1.67083593
ENSG00000100263,1.797191116
ENSG00000100266,0.689990932
ENSG00000100280,-1.077603375
ENSG00000100288,1.903643147
ENSG00000100290,1.564083906
ENSG00000100292,0.778692601
ENSG00000100294,-1.356835376
ENSG00000100297,-1.96770465
ENSG00000100300,-2.317554068
NA.153,NA
ENSG00000100304,-1.843234729
NA.154,NA
ENSG00000100316,-2.205341091
ENSG00000100321,-1.813031093
ENSG00000100330,0.834209525
NA.155,NA
NA.156,NA
ENSG00000100347,-1.368625065
ENSG00000100348,-2.231719784
ENSG00000100353,-0.520385936
ENSG00000100364,-0.887302064
NA.157,NA
ENSG00000100387,-0.860021565
ENSG00000100393,0.846974358
NA.158,NA
ENSG00000100403,1.004282723
ENSG00000100412,-1.186643572
ENSG00000100425,1.622790043
NA.159,NA
NA.160,NA
ENSG00000100439,-1.111691092
ENSG00000100441,0.478661471
ENSG00000100442,-0.753994279
ENSG00000100462,0.503634271
NA.161,NA
ENSG00000100485,1.561089586
ENSG00000100504,-2.266749449
ENSG00000100526,-2.049376083
ENSG00000100528,-1.138632219
ENSG00000100532,1.453796583
ENSG00000100554,0.493924637
ENSG00000100558,-0.59311083
ENSG00000100567,-1.335381133
ENSG00000100568,-1.574231114
NA.162,NA
ENSG00000100591,0.449290076
ENSG00000100592,-1.467516745
ENSG00000100612,-0.752748752
ENSG00000100625,2.201816559
NA.163,NA
ENSG00000100644,-1.025051181
ENSG00000100650,1.164827351
ENSG00000100664,1.797580648
ENSG00000100697,1.079579945
ENSG00000100714,-2.014384573
ENSG00000100731,1.318174987
ENSG00000100749,-1.505512495
NA.164,NA
ENSG00000100804,-1.041714154
ENSG00000100813,1.773096496
ENSG00000100836,1.22365683
ENSG00000100842,-1.271407311
ENSG00000100867,4.071318135
ENSG00000100889,1.009044142
ENSG00000100902,-0.847778445
ENSG00000100906,2.189435862
ENSG00000100911,-1.422399127
ENSG00000100941,1.496927885
ENSG00000100949,-0.767414574
NA.165,NA
ENSG00000100979,-3.226072306
NA.166,NA
ENSG00000100994,-1.002357581
ENSG00000101000,-3.460845095
ENSG00000101004,2.318249822
ENSG00000101040,-1.256166495
NA.167,NA
ENSG00000101057,-2.627598643
ENSG00000101104,1.803917827
ENSG00000101109,0.855013057
NA.168,NA
NA.169,NA
ENSG00000101146,0.909270654
ENSG00000101150,0.477848134
ENSG00000101160,1.494860669
ENSG00000101166,0.551101562
ENSG00000101182,-0.415585374
ENSG00000101189,1.193096329
ENSG00000101191,1.035142732
ENSG00000101193,-0.549857782
NA.170,NA
ENSG00000101199,0.7592107
ENSG00000101216,1.406967226
ENSG00000101220,-2.076897221
NA.171,NA
ENSG00000101236,2.076790895
ENSG00000101255,1.61216085
NA.172,NA
ENSG00000101290,1.092451805
NA.173,NA
ENSG00000101310,-0.541689947
ENSG00000101311,-1.883382957
NA.174,NA
ENSG00000101337,-1.355452534
NA.175,NA
NA.176,NA
ENSG00000101361,-0.88164348
ENSG00000101365,-1.237215398
ENSG00000101384,-1.609127078
ENSG00000101417,-2.657999576
ENSG00000101421,0.79360859
ENSG00000101439,-3.220445659
NA.177,NA
ENSG00000101444,-2.623774007
ENSG00000101493,0.749916287
ENSG00000101544,1.465779249
ENSG00000101558,1.247140269
ENSG00000101577,2.277152965
ENSG00000101608,-0.879133081
NA.178,NA
ENSG00000101665,1.475517377
ENSG00000101745,1.446281855
ENSG00000101751,1.421375586
ENSG00000101752,1.831196426
ENSG00000101782,0.863817456
ENSG00000101811,-0.901455931
NA.179,NA
NA.180,NA
ENSG00000101911,-2.127063059
ENSG00000101935,-0.950330335
ENSG00000101940,1.144657075
NA.181,NA
ENSG00000101986,2.012987602
NA.182,NA
ENSG00000102003,4.135459058
ENSG00000102007,-0.545257943
ENSG00000102024,-2.48134048
ENSG00000102032,3.151401144
ENSG00000102034,1.740704957
ENSG00000102038,1.929628541
NA.183,NA
ENSG00000102144,-1.468570423
ENSG00000102195,9.889453089
ENSG00000102218,0.759938679
ENSG00000102225,0.757866918
NA.184,NA
ENSG00000102241,-1.2867561
ENSG00000102243,-3.78294721
ENSG00000102287,1.302658999
ENSG00000102302,2.094857674
ENSG00000102349,1.351097239
NA.185,NA
NA.186,NA
NA.187,NA
ENSG00000102390,-0.477705262
ENSG00000102401,0.826249184
ENSG00000102471,-1.238452266
ENSG00000102531,1.002589965
ENSG00000102547,1.132738002
ENSG00000102554,-0.583413763
ENSG00000102575,-1.861545571
ENSG00000102606,0.918813038
ENSG00000102699,1.441891917
ENSG00000102760,3.055399848
ENSG00000102780,1.967451845
ENSG00000102781,1.851539147
ENSG00000102786,1.252979672
ENSG00000102804,0.932313688
ENSG00000102858,1.05894496
ENSG00000102882,-0.728484356
ENSG00000102886,-1.019454547
ENSG00000102891,-3.622877963
ENSG00000102893,-1.592895031
ENSG00000102901,1.055925523
ENSG00000102908,1.764111632
ENSG00000102921,-1.149861799
NA.188,NA
NA.189,NA
NA.190,NA
ENSG00000102984,1.320474587
ENSG00000103021,-1.941771048
ENSG00000103024,-1.608598904
ENSG00000103034,1.917738642
ENSG00000103044,-2.755878371
ENSG00000103051,-1.005311844
NA.191,NA
ENSG00000103111,0.750459383
ENSG00000103126,1.482358833
ENSG00000103145,-3.78088699
NA.192,NA
ENSG00000103152,-0.937565545
