gene_id,log2FoldChange
ENSG00000036257,1.351941128
ENSG00000037757,-1.922275798
ENSG00000038219,0.946302124
NA.28,NA
ENSG00000038358,2.34269621
ENSG00000038382,1.832066553
ENSG00000039068,-2.104529067
ENSG00000039123,-0.924980841
ENSG00000039523,3.882910554
ENSG00000039560,-1.233222632
ENSG00000039650,0.936601907
ENSG00000040199,3.265432197
ENSG00000041353,-2.936690558
NA.29,NA
ENSG00000041802,1.036047899
ENSG00000041988,1.749506063
ENSG00000042429,1.475149052
ENSG00000042445,-1.341533146
ENSG00000042493,-2.268119748
ENSG00000042753,-2.920700667
ENSG00000043039,-0.871674306
NA.30,NA
ENSG00000043514,-1.348294243
ENSG00000044090,-1.212539332
NA.31,NA
ENSG00000044574,-0.207451592
ENSG00000046604,0.948207315
ENSG00000046651,1.480261397
NA.32,NA
ENSG00000047056,2.56024451
ENSG00000047315,1.006743021
ENSG00000047346,2.190997481
ENSG00000047578,1.17619026
NA.33,NA
ENSG00000047849,-1.230381881
ENSG00000047932,-1.48136328
ENSG00000048052,3.556945661
ENSG00000048140,0.594819171
ENSG00000048162,2.019693006
ENSG00000048405,0.882341977
ENSG00000048544,-1.192586553
ENSG00000048649,1.612861847
ENSG00000048828,-0.800166444
ENSG00000049245,-1.275104584
ENSG00000049246,3.748508013
ENSG00000049283,-1.132044988
ENSG00000049656,0.669272068
ENSG00000049759,4.700504059
NA.34,NA
ENSG00000050130,-1.460554469
ENSG00000050165,-2.056044658
ENSG00000050327,1.769628207
ENSG00000050344,-1.784868444
ENSG00000050393,-1.364973177
ENSG00000050405,-1.762683396
NA.35,NA
ENSG00000050820,1.593807394
ENSG00000051009,0.798832505
ENSG00000051108,1.04468498
ENSG00000051128,1.268182466
ENSG00000051382,-2.204122966
ENSG00000051596,-2.831326834
ENSG00000051620,-0.937272405
ENSG00000052344,0.807246727
ENSG00000052723,-1.340340494
ENSG00000052749,1.101125078
ENSG00000052802,-1.874865735
ENSG00000052841,1.200753303
ENSG00000053254,-2.345830172
ENSG00000053371,-2.790311604
ENSG00000053372,-1.467685676
ENSG00000053438,3.625982924
ENSG00000053501,0.987307793
ENSG00000053747,-1.043664618
ENSG00000054116,-0.683078043
ENSG00000054118,0.822914231
ENSG00000054148,-1.798783164
NA.36,NA
ENSG00000054267,2.416393213
ENSG00000054277,-1.817122526
NA.37,NA
ENSG00000054611,-1.496267352
ENSG00000054967,3.909003667
ENSG00000055044,0.975354846
ENSG00000055070,0.498939495
ENSG00000055208,1.453235088
ENSG00000055211,-0.899391073
ENSG00000055483,2.619129754
ENSG00000055609,3.20455462
ENSG00000055732,3.748351662
ENSG00000055917,1.601144666
ENSG00000055950,-1.624464438
NA.38,NA
ENSG00000056050,-2.339671835
ENSG00000056097,1.215516007
ENSG00000056558,1.922899645
ENSG00000056586,1.632721213
ENSG00000056972,-1.17957334
ENSG00000057019,1.053216989
ENSG00000057149,-2.141125806
ENSG00000057608,-1.735551073
ENSG00000057704,-1.415232855
ENSG00000057757,0.511517335
NA.39,NA
ENSG00000058085,-0.867453852
ENSG00000058272,0.820155887
NA.40,NA
ENSG00000058668,-1.448539751
ENSG00000058799,-1.958277711
ENSG00000058804,-2.009671617
ENSG00000059145,1.308947418
NA.41,NA
ENSG00000059378,2.546827263
ENSG00000059573,-1.381577296
ENSG00000059588,-1.976747178
ENSG00000059728,3.007761469
ENSG00000059758,1.294002116
NA.42,NA
ENSG00000060140,2.154247428
ENSG00000060339,1.361968687
ENSG00000060491,1.276397345
ENSG00000060558,-1.445451226
NA.43,NA
ENSG00000060982,5.07097705
ENSG00000061794,-2.098634202
ENSG00000061936,2.078629647
ENSG00000062038,-2.09546351
NA.44,NA
ENSG00000062194,2.236166413
ENSG00000062282,-2.627669722
ENSG00000062370,1.235520612
ENSG00000062485,-0.821533943
ENSG00000062582,-1.592102861
ENSG00000062650,1.141364204
ENSG00000062716,0.990069185
NA.45,NA
ENSG00000063169,1.492279434
ENSG00000063177,-0.735479554
ENSG00000063241,-1.753793077
ENSG00000063244,1.153076233
ENSG00000063322,1.038231468
ENSG00000063854,-1.756284737
ENSG00000064102,-1.579494996
ENSG00000064115,-3.045805877
ENSG00000064195,-1.706027882
ENSG00000064199,-1.956650914
ENSG00000064300,9.090689051
ENSG00000064313,1.025030736
ENSG00000064393,0.912005548
ENSG00000064419,1.040926177
ENSG00000064490,-2.088103819
ENSG00000064545,-1.379294854
ENSG00000064547,1.479954847
ENSG00000064601,0.92344419
ENSG00000064607,1.966274356
ENSG00000064652,-1.367933931
ENSG00000064666,-1.272888966
NA.46,NA
ENSG00000064932,1.620762736
ENSG00000064961,0.702720706
ENSG00000065000,1.157348587
ENSG00000065029,1.217311301
ENSG00000065060,1.109970775
ENSG00000065150,0.790946364
ENSG00000065183,-1.811287256
ENSG00000065268,-0.88261974
NA.47,NA
ENSG00000065357,-1.329060037
ENSG00000065361,-1.55839786
NA.48,NA
ENSG00000065427,-1.577586749
ENSG00000065491,2.210580706
ENSG00000065518,-1.077324229
ENSG00000065526,2.091723203
NA.49,NA
ENSG00000065548,1.134289263
ENSG00000065600,-1.372539559
NA.50,NA
ENSG00000065621,-1.763966844
NA.51,NA
ENSG00000065802,2.124495583
ENSG00000065809,3.260833869
ENSG00000065833,-2.060023353
ENSG00000065923,1.35628655
ENSG00000065978,-0.568648554
NA.52,NA
ENSG00000066027,-0.647561534
ENSG00000066084,1.126853054
ENSG00000066117,1.423025793
ENSG00000066136,0.821279664
NA.53,NA
ENSG00000066248,3.628963946
ENSG00000066322,-0.676290567
NA.54,NA
ENSG00000066422,1.108030599
ENSG00000066455,-0.592722105
ENSG00000066583,-2.310894136
ENSG00000066654,-0.867861626
ENSG00000066697,2.129212155
ENSG00000066735,2.593427477
ENSG00000066855,-1.199727649
ENSG00000067048,2.894888986
ENSG00000067057,2.005603363
ENSG00000067082,1.587452853
ENSG00000067167,-0.783486958
ENSG00000067182,-1.449813695
ENSG00000067225,-1.621842706
ENSG00000067248,-0.676010241
ENSG00000067334,0.531757289
ENSG00000067365,1.305051177
ENSG00000067369,2.561261025
NA.55,NA
ENSG00000067560,-1.281315511
ENSG00000067596,1.01463223
ENSG00000067704,-2.130838023
ENSG00000067798,3.359988471
NA.56,NA
NA.57,NA
ENSG00000067955,0.871656549
ENSG00000068001,-1.344831273
ENSG00000068305,1.025110935
ENSG00000068308,1.717273919
ENSG00000068323,2.100408625
ENSG00000068366,1.480655084
ENSG00000068383,1.73334433
ENSG00000068400,1.49410273
ENSG00000068438,-0.802402955
ENSG00000068489,-1.454607828
ENSG00000068697,-1.488479221
ENSG00000068745,2.714344041
ENSG00000068784,-1.62878814
NA.58,NA
ENSG00000068878,2.010834558
ENSG00000068912,-1.99777351
ENSG00000068976,5.851165544
ENSG00000069248,-1.245677141
ENSG00000069275,-1.206566121
ENSG00000069329,-1.048368256
ENSG00000069345,0.62142776
ENSG00000069399,2.761933666
ENSG00000069431,4.58080072
NA.59,NA
NA.60,NA
NA.61,NA
ENSG00000069812,-3.123745229
ENSG00000069849,-1.607614836
ENSG00000069869,1.157890607
ENSG00000069943,-1.719365883
ENSG00000069956,-0.38920806
ENSG00000070018,1.532353648
ENSG00000070019,-2.101307894
ENSG00000070061,-0.719304298
ENSG00000070087,-1.818426663
ENSG00000070190,0.634389578
ENSG00000070214,-2.455955561
ENSG00000070404,1.00323172
ENSG00000070413,-1.525122729
ENSG00000070423,-0.881238011
ENSG00000070495,3.711446563
ENSG00000070501,-1.587017111
ENSG00000070540,-1.871166964
ENSG00000070610,1.39668293
ENSG00000070614,-1.015527655
ENSG00000070669,8.663218456
ENSG00000070718,-1.383119487
ENSG00000070731,-1.676176387
ENSG00000070756,-0.808711689
ENSG00000070761,1.312824199
ENSG00000070770,2.01260947
ENSG00000070778,1.247898945
ENSG00000070785,-1.902897374
ENSG00000070950,1.142758276
ENSG00000070961,0.865506824
ENSG00000071051,-1.116765979
ENSG00000071054,1.258731942
ENSG00000071082,-2.17963523
ENSG00000071243,2.153995357
ENSG00000071462,1.466596327
ENSG00000071553,-0.80560565
ENSG00000071859,0.625075245
ENSG00000071967,-3.976733206
ENSG00000071994,-1.315388991
ENSG00000072042,-1.46777052
ENSG00000072071,1.164637992
ENSG00000072110,-0.63597237
ENSG00000072121,1.116014471
ENSG00000072134,-0.881791224
NA.62,NA
ENSG00000072210,-2.065946308
ENSG00000072364,2.340684894
ENSG00000072415,1.009432182
ENSG00000072422,-2.093317833
ENSG00000072506,-1.291093007
ENSG00000072518,0.930691298
ENSG00000072682,2.0037489
ENSG00000072778,1.594920938
ENSG00000072786,3.803469687
ENSG00000072803,0.552741906
NA.63,NA
ENSG00000072832,2.468477993
ENSG00000072864,-1.788758905
ENSG00000073008,1.639939349
ENSG00000073146,5.13653277
ENSG00000073282,-2.380790128
ENSG00000073536,-1.621966218
ENSG00000073605,1.60382485
ENSG00000073614,1.816704806
NA.64,NA
ENSG00000073712,1.997215599
ENSG00000073737,0.813428848
ENSG00000073756,0.895436617
ENSG00000073792,1.843380443
ENSG00000073803,1.341766401
NA.65,NA
NA.66,NA
ENSG00000073969,-1.142250283
ENSG00000074054,0.675457347
ENSG00000074071,-2.430375842
ENSG00000074181,-1.127270006
ENSG00000074201,-2.417991674
NA.67,NA
ENSG00000074410,-3.972335773
ENSG00000074657,2.08389486
NA.68,NA
ENSG00000074755,1.654458397
ENSG00000074800,-1.587021626
ENSG00000074842,-1.022013958
ENSG00000074935,1.358071755
ENSG00000075089,-1.150817382
ENSG00000075142,-1.536069833
ENSG00000075151,-0.92937783
ENSG00000075188,-1.757807606
NA.69,NA
ENSG00000075223,-0.933941953
ENSG00000075239,-1.597220281
ENSG00000075240,-1.518890175
ENSG00000075292,1.419671123
ENSG00000075336,-1.156686909
NA.70,NA
ENSG00000075391,2.093662747
ENSG00000075413,1.05770172
ENSG00000075415,0.4695261
ENSG00000075420,1.463565542
ENSG00000075426,0.434637142
ENSG00000075539,1.039579983
ENSG00000075568,1.015169016
ENSG00000075618,-1.636199794
ENSG00000075624,-1.991152348
ENSG00000075651,-3.776281756
ENSG00000075785,1.092472116
ENSG00000075856,2.50151574
ENSG00000075914,-2.021990799
ENSG00000075945,-0.817233408
ENSG00000075975,-0.91366028
ENSG00000076003,-2.257530752
ENSG00000076043,-0.819709018
ENSG00000076053,1.901361737
ENSG00000076108,1.638759632
ENSG00000076248,-1.869786581
NA.71,NA
NA.72,NA
ENSG00000076382,2.002364634
ENSG00000076513,0.971405828
ENSG00000076554,-2.015751769
NA.73,NA
ENSG00000076604,2.102705765
ENSG00000076650,1.663841511
ENSG00000076944,2.330484107
ENSG00000076984,0.916244922
ENSG00000077044,3.044121272
ENSG00000077150,4.256365698
ENSG00000077152,-2.136151615
ENSG00000077232,-1.641414552
ENSG00000077238,0.97869
ENSG00000077348,-1.730390358
ENSG00000077380,-0.690643578
ENSG00000077454,2.119181468
ENSG00000077458,1.480753081
ENSG00000077463,2.196099193
NA.74,NA
ENSG00000077522,6.41105678
ENSG00000077549,-1.476600606
ENSG00000077684,2.447127618
ENSG00000077713,-2.263964932
ENSG00000077782,6.208011535
ENSG00000078018,-2.501039323
ENSG00000078070,0.841652227
NA.75,NA
ENSG00000078114,-2.880460716
ENSG00000078246,1.271357493
ENSG00000078304,-1.084543722
ENSG00000078399,-1.172172944
ENSG00000078596,-3.336398216
ENSG00000078618,-1.227797251
ENSG00000078668,-1.962242631
ENSG00000078687,2.593926659
ENSG00000078747,0.733284644
ENSG00000078804,4.158269951
ENSG00000078808,0.622798482
ENSG00000079134,1.79732806
ENSG00000079215,1.417977686
ENSG00000079246,-0.945888428
ENSG00000079313,0.987666667
ENSG00000079387,1.655600892
NA.76,NA
ENSG00000079432,2.050689297
ENSG00000079459,-2.215024759
ENSG00000079462,-2.015778871
ENSG00000079739,-2.445906326
ENSG00000079785,-1.535890332
ENSG00000079999,-1.558577341
ENSG00000080007,2.322340246
ENSG00000080031,6.941915976
ENSG00000080345,1.216742493
ENSG00000080371,1.440846227
ENSG00000080546,-1.858293513
ENSG00000080573,2.21251381
ENSG00000080603,2.151065272
ENSG00000080802,2.006910593
ENSG00000080819,-1.729326076
ENSG00000080822,2.437983838
ENSG00000080823,3.298661301
ENSG00000080824,2.000598862
ENSG00000080845,2.200142525
ENSG00000080854,2.683461904
ENSG00000081026,1.197997714
ENSG00000081041,5.832631325
NA.77,NA
NA.78,NA
NA.79,NA
ENSG00000081177,-1.08372662
ENSG00000081181,0.955726219
ENSG00000081277,-3.739579402
ENSG00000081307,-1.572256808
ENSG00000081320,2.056690046
ENSG00000081692,-2.672924923
ENSG00000081870,-2.490452854
ENSG00000081923,-1.436598895
NA.80,NA
NA.81,NA
ENSG00000082213,-2.61364204
ENSG00000082258,2.178086039
ENSG00000082269,-1.115304134
ENSG00000082397,1.466270525
ENSG00000082438,-1.357319774
ENSG00000082458,-2.080480211
ENSG00000082641,-1.820334553
ENSG00000082781,-1.304613275
ENSG00000082898,1.986108604
ENSG00000083099,-1.728617304
ENSG00000083168,1.518776562
ENSG00000083312,-1.14296159
NA.82,NA
ENSG00000083720,-0.911829705
ENSG00000083799,4.467885336
ENSG00000083814,4.295586574
ENSG00000083844,1.964545553
ENSG00000083845,-2.331087109
ENSG00000083857,-0.947614586
ENSG00000083896,2.689851836
ENSG00000083937,1.026610907
ENSG00000084073,-1.256452843
ENSG00000084090,-1.874377113
ENSG00000084092,-1.868811382
ENSG00000084093,1.694309114
ENSG00000084207,-3.047719051
ENSG00000084234,-0.496428565
ENSG00000084463,1.751904878
ENSG00000084623,0.646425382
NA.83,NA
ENSG00000084636,-1.058815489
ENSG00000084652,1.139536051
NA.84,NA
ENSG00000084733,-1.996213238
ENSG00000084754,-1.491882503
ENSG00000085063,0.8175547
ENSG00000085117,-3.274485836
ENSG00000085231,1.516607778
NA.85,NA
ENSG00000085365,-2.173989814
ENSG00000085377,-2.177263866
ENSG00000085449,-0.777401946
ENSG00000085465,5.383521645
ENSG00000085491,-1.424240188
ENSG00000085552,-1.527746525
ENSG00000085563,8.683719603
ENSG00000085719,-1.544243016
ENSG00000085733,0.612606417
ENSG00000085760,-1.262335697
ENSG00000085831,-2.089963276
ENSG00000085832,-0.751521682
ENSG00000085871,-3.858386326
ENSG00000085872,2.247150081
ENSG00000086015,0.93685639
ENSG00000086061,3.470439503
NA.86,NA
ENSG00000086232,-1.709501342
ENSG00000086544,1.156115563
ENSG00000086570,-2.861831357
ENSG00000086619,2.133937164
ENSG00000086712,1.207594956
ENSG00000086758,1.358648127
ENSG00000087008,-1.685795423
ENSG00000087074,4.402618247
ENSG00000087076,1.41354718
ENSG00000087077,1.129149002
ENSG00000087085,7.254735488
ENSG00000087087,2.724947199
ENSG00000087088,2.049421022
ENSG00000087095,1.945149683
ENSG00000087152,1.094804942
ENSG00000087191,-0.728107409
ENSG00000087206,1.826782529
NA.87,NA
NA.88,NA
NA.89,NA
ENSG00000087274,1.412022906
ENSG00000087302,-1.928139513
ENSG00000087460,1.09326919
ENSG00000087470,-0.805788844
ENSG00000087502,-1.128191136
ENSG00000087589,3.040634529
ENSG00000087842,-2.422709509
ENSG00000088002,-2.448551869
ENSG00000088038,3.488710149
ENSG00000088205,-1.345399255
ENSG00000088247,1.798081731
ENSG00000088280,-1.952936071
ENSG00000088298,-1.879559915
ENSG00000088356,0.860171859
ENSG00000088387,0.811454231
ENSG00000088448,3.314413245
ENSG00000088726,-1.097031255
ENSG00000088808,2.099023587
ENSG00000088832,-2.751029654
ENSG00000088854,1.579655623
NA.90,NA
ENSG00000088888,-1.220022715
ENSG00000088899,2.385676634
ENSG00000088986,-0.866248596
ENSG00000089006,0.834460571
ENSG00000089009,-1.258811314
NA.91,NA
ENSG00000089048,1.356819584
ENSG00000089050,-1.897574546
ENSG00000089053,-1.299972653
ENSG00000089060,1.672985036
ENSG00000089063,-2.13909675
ENSG00000089127,-3.939224675
ENSG00000089157,-2.400582787
ENSG00000089159,1.023580586
ENSG00000089195,0.68583808
ENSG00000089220,-2.557070146
ENSG00000089234,0.803078299
ENSG00000089248,-1.396158479
ENSG00000089280,2.132640675
ENSG00000089327,-1.504707267
ENSG00000089351,1.391055473
ENSG00000089356,-3.121826811
NA.92,NA
ENSG00000089639,1.29855815
ENSG00000089682,-1.665225936
ENSG00000089692,7.153698251
ENSG00000089693,-0.557730153
ENSG00000089723,-1.315771855
ENSG00000089737,0.97717917
ENSG00000089818,1.153702913
NA.93,NA
ENSG00000089876,-1.764399493
ENSG00000089902,0.914438913
ENSG00000089916,2.023091684
ENSG00000090013,-0.770306965
ENSG00000090020,1.796763925
ENSG00000090054,1.026870406
ENSG00000090060,1.448722268
ENSG00000090061,1.863896285
ENSG00000090238,0.729487361
ENSG00000090263,-1.968916083
ENSG00000090266,-1.590062297
ENSG00000090273,1.389821387
ENSG00000090316,2.78823563
ENSG00000090372,2.641650384
ENSG00000090432,0.803369488
ENSG00000090487,-0.72930087
ENSG00000090512,-2.836600339
ENSG00000090530,-1.079493721
NA.94,NA
NA.95,NA
NA.96,NA
ENSG00000090581,1.326209522
ENSG00000090615,2.383732038
ENSG00000090621,0.882833176
ENSG00000090661,-1.702767977
ENSG00000090674,2.559408594
ENSG00000090776,-0.991955588
ENSG00000090857,1.165388152
ENSG00000090861,0.694402793
ENSG00000090863,-0.893660348
ENSG00000090924,2.95727165
NA.97,NA
ENSG00000090975,1.561866094
ENSG00000090989,0.681610943
ENSG00000091009,2.174297092
NA.98,NA
NA.99,NA
ENSG00000091136,-2.206609917
ENSG00000091317,-1.029308551
ENSG00000091409,-0.486837058
NA.100,NA
ENSG00000091483,-1.114483576
ENSG00000091490,-1.200054105
ENSG00000091527,0.539320949
NA.101,NA
NA.102,NA
ENSG00000091732,1.940334158
NA.103,NA
ENSG00000092010,-0.842716556
ENSG00000092036,-2.180511519
NA.104,NA
ENSG00000092068,-2.271056596
ENSG00000092199,1.453338431
ENSG00000092203,1.177017519
ENSG00000092295,-2.805369038
ENSG00000092330,-1.390309361
NA.105,NA
ENSG00000092439,1.341540391
ENSG00000092531,0.760261134
ENSG00000092820,-0.556943168
ENSG00000092841,-0.539585217
NA.106,NA
ENSG00000092929,3.001886981
ENSG00000092978,1.545033208
ENSG00000093010,-2.044073712
ENSG00000093144,-2.014185153
ENSG00000093183,1.108037957
NA.107,NA
ENSG00000094631,1.09414564
ENSG00000094796,-1.612350975
ENSG00000094804,1.386391405
ENSG00000094914,-1.065058046
ENSG00000094975,1.436037318
ENSG00000095139,0.81090323
ENSG00000095203,-1.694141397
ENSG00000095261,-0.761885191
ENSG00000095319,1.354312146
NA.108,NA
ENSG00000095383,-1.806930084
ENSG00000095397,2.171284614
ENSG00000095564,1.859002413
ENSG00000095574,2.319818549
ENSG00000095585,-3.574674607
NA.109,NA
NA.110,NA
NA.111,NA
ENSG00000095739,2.416709359
ENSG00000095752,7.953052847
ENSG00000095787,1.906309371
NA.112,NA
ENSG00000095951,1.344019124
NA.113,NA
ENSG00000096060,-1.733549083
ENSG00000096063,-1.699023867
ENSG00000096070,2.058462964
ENSG00000096080,-1.70422795
ENSG00000096092,-1.736010204
ENSG00000096384,2.795164317
ENSG00000096401,1.585442835
ENSG00000096696,-2.786512531
ENSG00000096717,2.636426169
ENSG00000096746,2.472458876
ENSG00000097021,-1.178686312
ENSG00000097033,-0.708886638
ENSG00000097096,1.637898032
NA.114,NA
ENSG00000099194,-3.398684742
ENSG00000099203,-1.726128136
ENSG00000099204,-2.437906052
ENSG00000099219,-2.773812193
ENSG00000099246,-1.293336638
ENSG00000099260,-4.09234882
ENSG00000099284,-1.604690704
ENSG00000099290,2.295962681
ENSG00000099326,2.458805171
ENSG00000099331,2.273359207
ENSG00000099337,-2.336798803
ENSG00000099338,3.615528621
ENSG00000099381,2.330513764
ENSG00000099385,-0.995417397
ENSG00000099617,1.889606592
ENSG00000099624,-2.55435708
ENSG00000099625,3.380540793
ENSG00000099783,1.783416047
ENSG00000099785,-2.013459834
ENSG00000099795,-2.402550728
ENSG00000099797,1.087898567
ENSG00000099800,-2.233747795
ENSG00000099814,1.919610665
ENSG00000099821,-1.059979965
ENSG00000099822,6.486578578
ENSG00000099849,-0.97223848
ENSG00000099860,6.302411839
NA.115,NA
ENSG00000099869,4.981061761
ENSG00000099875,1.442680029
ENSG00000099889,3.382751908
ENSG00000099899,-1.505190791
ENSG00000099901,-1.500421425
ENSG00000099917,1.70968138
ENSG00000099940,-1.177455239
ENSG00000099942,1.836464801
NA.116,NA
NA.117,NA
NA.118,NA
ENSG00000099977,-1.194200683
ENSG00000099985,6.361683321
ENSG00000099992,1.699620673
ENSG00000099995,0.63557684
ENSG00000100003,-1.689673773
ENSG00000100014,-1.261263407
NA.119,NA
NA.120,NA
ENSG00000100034,-2.122478316
ENSG00000100060,2.320311949
ENSG00000100068,2.027022891
ENSG00000100075,-1.472343731
ENSG00000100078,-3.455058414
ENSG00000100083,0.980290832
ENSG00000100092,-1.086829852
ENSG00000100097,-1.874452409
ENSG00000100100,-1.268692946
ENSG00000100104,-1.26611113
ENSG00000100109,1.404007116
ENSG00000100129,-1.67821549
ENSG00000100138,-1.568796209
ENSG00000100139,-1.736940899
ENSG00000100147,-4.130683846
ENSG00000100151,0.827026175
ENSG00000100170,-2.591910176
ENSG00000100197,2.18944649
ENSG00000100201,1.707749265
ENSG00000100207,0.698357977
ENSG00000100211,-1.783451201
ENSG00000100216,-1.822453062
ENSG00000100219,0.67019746
ENSG00000100221,2.00570532
ENSG00000100225,1.073991955
ENSG00000100226,1.547560231
ENSG00000100227,0.659960018
NA.121,NA
ENSG00000100239,0.846347473
ENSG00000100243,-0.769184309
NA.122,NA
ENSG00000100253,5.768643605
ENSG00000100258,1.084159489
