,GSM6765206,GSM6765207,GSM6765208,GSM6765209,GSM6765210,GSM6765211,GSM6765212,GSM6765213,GSM6765214,GSM6765215,GSM6765225,GSM6765240
ENSG00000198218,52.39863689,56.55236051,59.20242435,56.15061334,54.16281657,51.60422946,54.43969747,53.95095525,55.42143772,56.151544,54.5539833,57.86551818
ENSG00000198221,0.970345128,1.009863581,0.986707073,0.98509848,0.967193153,0.955633879,0.989812681,0.999091764,0.989668531,1.059463094,1.049115063,1.033312825
ENSG00000198223,15.52552204,13.12822655,12.82719194,13.79137872,13.54070414,14.33450818,10.88793949,10.9900094,11.87602237,11.65409404,11.5402657,12.3997539
ENSG00000198225,0.970345128,2.019727161,0,0.98509848,0.967193153,0.955633879,0.989812681,0.999091764,0,1.059463094,1.049115063,0
ENSG00000198231,53.36898202,49.48331545,50.3220607,52.21021942,53.19562342,53.51549722,51.47025942,52.95186349,52.45243213,50.85422853,51.40663811,51.66564123
ENSG00000198242,217.3573086,228.2291692,219.0489701,230.5130442,208.9137211,216.9288905,223.697666,224.7956469,218.7167453,244.7359748,238.1491194,238.6952625
ENSG00000198246,39.78415023,46.45372471,43.41511119,37.43374223,37.72053297,38.22535515,38.60269457,36.96639526,41.56607829,32.84335593,32.52256697,29.96607192
ENSG00000198252,16.49586717,13.12822655,16.77402023,14.77647719,17.40947676,17.20140982,16.82681558,16.98455999,15.83469649,15.89194642,14.68761089,18.59963084
ENSG00000198258,236.7642111,268.6237124,275.2912732,252.1852108,265.9781171,257.0655134,255.3716718,267.7565927,256.3241495,272.2820153,262.2787659,268.6613344
ENSG00000198265,25.22897332,22.21699877,24.66767681,22.65726503,24.17982883,25.80211473,25.73512971,25.97638586,22.76237621,23.30818808,25.17876152,23.76619497
ENSG00000198270,5.822070765,5.049317903,5.920242435,5.910590878,5.803158919,4.778169394,5.938876087,6.993642347,4.948342654,6.356778566,4.196460254,5.166564123
ENSG00000198276,29.11035383,45.44386112,36.50816168,37.43374223,39.65491928,39.18098903,40.58231993,39.96367056,38.5970727,36.02174521,35.66991216,35.13263604
